"gid","SITE_CODE","SITE_NAME","Metro_ID","LAT","LON","date_time","sample_utc_offset","value","unit","parameter","method","mdl","pql","matrix","lab_batch","qualifier","dup"
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2011-09-13 14:00:00",8,"2.87","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2011-09-13 14:00:00",8,"0.108","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2011-09-13 14:00:00",8,"14.21","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2011-09-13 14:00:00",8,"55","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2011-09-13 14:00:00",8,"21.93","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2011-08-10 14:30:00",8,"8.1","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2011-08-10 14:30:00",8,"11.39","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2011-08-10 14:30:00",8,"0.5","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-11-15 11:30:00",8,"9.53","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-11-15 11:30:00",8,"181","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-11-15 11:30:00",8,"20","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-11-15 11:30:00",8,"4.35","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-10-20 10:35:00",8,"15","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-10-20 10:35:00",8,"0","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-10-20 10:35:00",8,"8.78","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-10-20 10:35:00",8,"0.111","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-10-20 10:35:00",8,"3.07","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-10-20 10:35:00",8,"11.35","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-10-20 10:35:00",8,"7.5","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-10-20 10:35:00",8,"259","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-10-20 10:35:00",8,"16.52","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-09-15 10:40:00",8,"10.24","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-09-15 10:40:00",8,"0.083","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-09-15 10:40:00",8,"13.25","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-09-15 10:40:00",8,"1025","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-09-15 10:40:00",8,"1.2","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-09-15 10:40:00",8,"3","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-09-15 10:40:00",8,"268","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-09-15 10:40:00",8,"7.7","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-09-15 10:40:00",8,"15.88","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-08-18 11:55:00",8,"0.061","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-08-18 11:55:00",8,"16.16","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-08-18 11:55:00",8,"70","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-08-18 11:55:00",8,"9.97","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-08-18 11:55:00",8,"0.6","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-08-18 11:55:00",8,"191","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-08-18 11:55:00",8,"2.13","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-08-18 11:55:00",8,"7.8","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-08-18 11:55:00",8,"18.93","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-07-14 12:25:00",8,"1.93","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-07-14 12:25:00",8,"7.9","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-07-14 12:25:00",8,"10.92","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-07-14 12:25:00",8,"0.4","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-07-14 12:25:00",8,"171","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-07-14 12:25:00",8,"0.043","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-07-14 12:25:00",8,"15.76","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-07-14 12:25:00",8,"60","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-07-14 12:25:00",8,"22","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-06-16 12:45:00",8,"7.5","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-06-16 12:45:00",8,"10.58","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-06-16 12:45:00",8,"0.048","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-06-16 12:45:00",8,"12.22","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-06-16 12:45:00",8,"35","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-06-16 12:45:00",8,"1.07","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-06-16 12:45:00",8,"0.5","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-06-16 12:45:00",8,"119","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-06-16 12:45:00",8,"52.279999","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-05-12 12:15:00",8,"0.046","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-05-12 12:15:00",8,"13.03","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-05-12 12:15:00",8,"1.37","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-05-12 12:15:00",8,"5","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-05-12 12:15:00",8,"0.5","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-05-12 12:15:00",8,"134","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-05-12 12:15:00",8,"12.16","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-05-12 12:15:00",8,"8.3","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-05-12 12:15:00",8,"38.650002","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-04-20 11:25:00",8,"11.96","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-04-20 11:25:00",8,"0.046","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-04-20 11:25:00",8,"15","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-04-20 11:25:00",8,"1.4","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-04-20 11:25:00",8,"0","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-04-20 11:25:00",8,"116","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-04-20 11:25:00",8,"7.2","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-04-20 11:25:00",8,"10.58","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-04-20 11:25:00",8,"58.98","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-03-15 11:30:00",8,"12.77","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-03-15 11:30:00",8,"113","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-03-15 11:30:00",8,"7.5","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-03-15 11:30:00",8,"2.3","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-03-15 11:30:00",8,"1.3","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-03-15 11:30:00",8,"0.048","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-03-15 11:30:00",8,"7.58","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-03-15 11:30:00",8,"25","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-03-15 11:30:00",8,"57.880001","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-02-09 12:15:00",8,"11.45","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-02-09 12:15:00",8,"0.052","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-02-09 12:15:00",8,"8.17","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-02-09 12:15:00",8,"35","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-02-09 12:15:00",8,"119","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-02-09 12:15:00",8,"1.2","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-02-09 12:15:00",8,"1.56","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-02-09 12:15:00",8,"7.2","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-02-09 12:15:00",8,"53.209999","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-01-12 12:00:00",8,"0.861","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-01-12 12:00:00",8,"5.3","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-01-12 12:00:00",8,"6.8","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-01-12 12:00:00",8,"84","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-01-12 12:00:00",8,"10.91","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-01-12 12:00:00",8,"0.045","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-01-12 12:00:00",8,"7.95","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2010-01-12 12:00:00",8,"20","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-12-14 15:15:00",8,"30","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-12-14 15:15:00",8,"0.109","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-12-14 15:15:00",8,"3.84","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-12-14 15:15:00",8,"164","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-12-14 15:15:00",8,"1.5","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-12-14 15:15:00",8,"12.68","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-12-14 15:15:00",8,"7.7","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-12-14 15:15:00",8,"2.21","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-12-14 15:15:00",8,"14.35","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-11-18 12:30:00",8,"0.096","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-11-18 12:30:00",8,"40","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-11-18 12:30:00",8,"5","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-11-18 12:30:00",8,"7.32","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-11-18 12:30:00",8,"7.1","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-11-18 12:30:00",8,"12.78","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-11-18 12:30:00",8,"1.9","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-11-18 12:30:00",8,"109","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-11-18 12:30:00",8,"21.34","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-10-21 11:45:00",8,"40","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-10-21 11:45:00",8,"0.106","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-10-21 11:45:00",8,"11.4","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-10-21 11:45:00",8,"3.09","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-10-21 11:45:00",8,"10.47","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-10-21 11:45:00",8,"7.4","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-10-21 11:45:00",8,"199","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-10-21 11:45:00",8,"0.1","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-10-21 11:45:00",8,"18.08","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-09-21 12:00:00",8,"0.083","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-09-21 12:00:00",8,"120","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-09-21 12:00:00",8,"12.64","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-09-21 12:00:00",8,"3.33","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-09-21 12:00:00",8,"10.67","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-09-21 12:00:00",8,"7.7","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-09-21 12:00:00",8,"201","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-09-21 12:00:00",8,"1","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-09-21 12:00:00",8,"17.709999","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-08-26 11:45:00",8,"14.1","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-08-26 11:45:00",8,"3.28","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-08-26 11:45:00",8,"11.35","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-08-26 11:45:00",8,"7.7","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-08-26 11:45:00",8,"219","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","2009-08-26 11:45:00",8,"0.2","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
